league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Aerial Duels,Aerial Duels,Aerial Duels,stat_type_misc
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
ESP-La Liga,2020,Levante,Giorgi Kochorashvili,GEO,MF,21,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,standard,GEO,MF,21,1999,0.3,6,13,46.2,68,19,5,9,55.6,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,0,passing,GEO,MF,21,1999,0.3,0,1,0,0.0,3.91,0.0,0.0,,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,GEO,MF,21,1999,0.3,15,0,2,6,7,0,15,0,0,,0,,9,30,16,0,0,0,0,0,13,1,possession,GEO,MF,21,1999,0.3,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense,GEO,MF,21,1999,0.3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0.0,misc
ESP-La Liga,2021,Levante,Giorgi Kochorashvili,GEO,MF,21,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,standard,GEO,MF,21,1999,0.3,6,13,46.2,68,19,5,9,55.6,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,0,passing,GEO,MF,21,1999,0.3,0,1,0,0.0,3.91,0.0,0.0,,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,GEO,MF,21,1999,0.3,15,0,2,6,7,0,15,0,0,,0,,9,30,16,0,0,0,0,0,13,1,possession,GEO,MF,21,1999,0.3,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense,GEO,MF,21,1999,0.3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0.0,misc
ITA-Serie A,2023,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GEO,"FW,DF",20,2003,0.7,31,36,86.1,498,57,17,18,94.4,10,11,90.9,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,GEO,"FW,DF",20,2003,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GEO,"FW,DF",20,2003,0.7,49,0,8,22,19,1,49,5,3,60.0,2,40.0,29,206,49,0,1,0,4,3,37,6,possession,GEO,"FW,DF",20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,4,0,0,defense,GEO,"FW,DF",20,2003,0.7,0,0,0,3,1,0,1,1,0,0,0,0,4,0,0,,misc
ESP-La Liga,2022,Valencia,Giorgi Mamardashvili,GEO,GK,21,2000,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GEO,GK,21,2000,38.0,697,1086,64.2,20406,15742,144,144,100.0,310,318,97.5,237,613,38.7,0,0.0,0.0,0.0,0,17,0,0,2,passing,GEO,GK,21,2000,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GEO,GK,21,2000,38.0,1180,973,1153,30,0,0,1180,0,0,,0,,604,3176,1830,0,0,0,2,1,470,0,possession,GEO,GK,21,2000,38.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,4,defense,GEO,GK,21,2000,38.0,3,0,0,1,3,0,0,1,0,0,1,0,61,8,1,88.9,misc
ESP-La Liga,2023,Valencia,Giorgi Mamardashvili,GEO,GK,22,2000,37,37,3284,36.5,0,0,0,0,0,0,3,1,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,GEO,GK,22,2000,36.5,589,1111,53.0,18905,15286,107,111,96.4,253,262,96.6,228,734,31.1,0,0.4,0.1,-0.4,2,26,1,0,0,passing,GEO,GK,22,2000,36.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GEO,GK,22,2000,36.5,1216,1025,1211,5,0,0,1216,0,0,,0,,613,3426,1932,0,1,1,4,0,422,0,possession,GEO,GK,22,2000,36.5,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,defense,GEO,GK,22,2000,36.5,3,1,0,3,4,0,0,2,3,0,1,0,34,9,1,90.0,misc
ESP-La Liga,2024,Valencia,Giorgi Mamardashvili,GEO,GK,24-194,2000,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GEO,GK,24-194,2000,26.0,520,795,65.4,15334,11346,82,82,100.0,272,277,98.2,166,433,38.3,0,0.1,0.0,-0.1,2,9,1,0,0,passing,GEO,GK,24-194,2000,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GEO,GK,24-194,2000,26.0,852,703,846,6,0,0,852,0,0,,0,,393,1871,1034,1,0,0,0,0,346,0,possession,GEO,GK,24-194,2000,26.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,11,3,defense,GEO,GK,24-194,2000,26.0,1,0,0,0,4,0,0,1,0,0,0,0,20,1,1,50.0,misc
ITA-Serie A,2024,Venezia,Giorgio Altare,ITA,DF,26-245,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ITA,DF,26-245,1998,8.4,283,389,72.8,5113,1998,105,129,81.4,158,198,79.8,16,49,32.7,0,0.1,0.2,-0.1,1,15,2,1,20,passing,ITA,DF,26-245,1998,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,ITA,DF,26-245,1998,8.4,505,60,235,216,57,6,505,6,5,83.3,1,16.7,235,990,404,4,10,0,5,5,252,5,possession,ITA,DF,26-245,1998,8.4,13,12,8,3,2,8,15,53.3,7,21,11,10,17,30,49,0,defense,ITA,DF,26-245,1998,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8,misc
ITA-Serie A,2020,Juventus,Giorgio Chiellini,ITA,DF,35,1984,17,16,1386,15.4,0,1,1,0,0,0,4,0,0.5,0.5,0.6,1.1,20,63,2,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.07,0.03,0.07,standard,ITA,DF,35,1984,15.4,1025,1121,91.4,20096,6505,322,328,98.2,585,620,94.4,105,143,73.4,1,0.6,0.2,0.4,2,67,2,0,63,passing,ITA,DF,35,1984,15.4,0,6,0,0.0,0.39,0.0,0.0,,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,shooting,ITA,DF,35,1984,15.4,1262,158,562,659,44,14,1262,4,2,50.0,2,50.0,690,3677,2096,20,14,0,5,1,928,2,possession,ITA,DF,35,1984,15.4,12,9,9,3,0,5,11,45.5,6,18,13,5,27,39,56,0,defense,ITA,DF,35,1984,15.4,4,0,0,19,15,1,3,27,9,1,3,1,66,26,21,55.3,misc
ITA-Serie A,2021,Juventus,Giorgio Chiellini,ITA,DF,35,1984,17,16,1386,15.4,0,1,1,0,0,0,4,0,0.5,0.5,0.6,1.1,20,63,2,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.07,0.03,0.07,standard,ITA,DF,35,1984,15.4,1025,1121,91.4,20096,6505,322,328,98.2,585,620,94.4,105,143,73.4,1,0.6,0.2,0.4,2,67,2,0,63,passing,ITA,DF,35,1984,15.4,0,6,0,0.0,0.39,0.0,0.0,,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,shooting,ITA,DF,35,1984,15.4,1262,158,562,659,44,14,1262,4,2,50.0,2,50.0,690,3677,2096,20,14,0,5,1,928,2,possession,ITA,DF,35,1984,15.4,12,9,9,3,0,5,11,45.5,6,18,13,5,27,39,56,0,defense,ITA,DF,35,1984,15.4,4,0,0,19,15,1,3,27,9,1,3,1,66,26,21,55.3,misc
ITA-Serie A,2023,Genoa,Giorgio Cittadini,ITA,DF,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,21,2002,1.2,19,31,61.3,392,117,6,11,54.5,9,14,64.3,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,1,passing,ITA,DF,21,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,21,2002,1.2,47,8,26,21,1,1,47,0,0,,0,,14,108,21,0,0,0,1,3,14,1,possession,ITA,DF,21,2002,1.2,5,4,4,1,0,3,3,100.0,0,1,0,1,3,8,5,0,defense,ITA,DF,21,2002,1.2,0,0,0,2,4,0,0,3,4,0,0,0,8,2,4,33.3,misc
ITA-Serie A,2023,Monza,Giorgio Cittadini,ITA,DF,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,21,2002,0.2,5,6,83.3,94,39,1,2,50.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,DF,21,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,21,2002,0.2,8,2,3,4,1,0,8,0,0,,0,,5,41,18,1,0,0,1,0,5,1,possession,ITA,DF,21,2002,0.2,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0,defense,ITA,DF,21,2002,0.2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,misc
ITA-Serie A,2022,Atalanta,Giorgio Scalvini,ITA,DF,18,2003,32,29,2335,25.9,2,2,4,2,0,0,7,0,2.0,2.0,0.4,2.4,22,158,34,0.08,0.08,0.15,0.08,0.15,0.08,0.01,0.09,0.08,0.09,standard,ITA,DF,18,2003,25.9,1205,1486,81.1,19877,8249,613,687,89.2,476,545,87.3,90,184,48.9,2,0.4,0.8,1.6,9,133,14,2,158,passing,ITA,DF,18,2003,25.9,2,17,4,23.5,0.66,0.15,0.12,0.5,11.2,0,0,0,2.0,2.0,0.12,0.0,0.0,shooting,ITA,DF,18,2003,25.9,1762,124,687,861,226,32,1762,26,12,46.2,11,42.3,917,3552,1989,22,22,6,20,8,1146,34,possession,ITA,DF,18,2003,25.9,54,29,30,18,6,29,55,52.7,26,36,13,23,56,110,57,2,defense,ITA,DF,18,2003,25.9,7,0,0,55,6,6,8,56,29,0,0,0,179,49,37,57.0,misc
ITA-Serie A,2023,Atalanta,Giorgio Scalvini,ITA,DF,19,2003,33,31,2544,28.3,1,3,4,1,0,0,3,0,1.4,1.4,1.1,2.5,30,116,33,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,standard,ITA,DF,19,2003,28.3,1272,1564,81.3,20712,7854,646,721,89.6,533,622,85.7,73,157,46.5,3,1.1,1.5,1.9,11,89,14,2,116,passing,ITA,DF,19,2003,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,14.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4,shooting,ITA,DF,19,2003,28.3,1864,129,790,879,209,41,1864,19,15,78.9,4,21.1,951,4341,2433,30,22,6,22,12,1174,33,possession,ITA,DF,19,2003,28.3,53,33,29,19,5,19,40,47.5,21,44,17,27,59,112,71,0,defense,ITA,DF,19,2003,28.3,3,0,0,48,11,4,5,59,33,0,2,0,163,80,40,66.7,misc
ITA-Serie A,2024,Atalanta,Giorgio Scalvini,ITA,DF,21-121,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,ITA,DF,21-121,2003,3.0,165,195,84.6,2779,1088,78,87,89.7,67,75,89.3,13,20,65.0,0,0.0,0.1,0.0,0,14,2,0,20,passing,ITA,DF,21-121,2003,3.0,0,4,0,0.0,1.32,0.0,0.0,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,ITA,DF,21-121,2003,3.0,228,11,87,116,29,4,228,7,5,71.4,2,28.6,158,685,380,5,1,0,2,0,171,7,possession,ITA,DF,21-121,2003,3.0,8,4,5,3,0,5,9,55.6,4,0,0,0,4,12,7,0,defense,ITA,DF,21-121,2003,3.0,2,0,0,7,1,0,0,4,4,0,0,0,13,8,6,57.1,misc
ITA-Serie A,2022,Bologna,Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,12,8,704,7.8,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1.0,21,23,50,0.0,0.26,0.26,0.0,0.26,0.03,0.1,0.13,0.03,0.13,standard,GRE,"DF,FW",26,1996,7.8,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,40.0,2,0.8,1.1,1.2,9,22,11,6,23,passing,GRE,"DF,FW",26,1996,7.8,0,7,3,42.9,0.89,0.38,0.0,0.0,19.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,GRE,"DF,FW",26,1996,7.8,490,20,137,194,163,9,490,17,11,64.7,4,23.5,293,1735,1021,21,15,1,13,8,331,50,possession,GRE,"DF,FW",26,1996,7.8,13,6,4,5,4,10,23,43.5,13,14,2,12,4,17,10,0,defense,GRE,"DF,FW",26,1996,7.8,2,0,0,9,12,0,38,4,6,0,0,0,41,5,11,31.3,misc
ITA-Serie A,2023,Monza,Giorgos Kyriakopoulos,GRE,DF,27,1996,28,20,1712,19.0,0,3,3,0,0,0,3,0,1.2,1.2,1.4,2.6,64,70,94,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14,standard,GRE,DF,27,1996,19.0,891,1080,82.5,15032,4779,446,472,94.5,366,434,84.3,64,120,53.3,3,1.4,2.0,1.6,21,62,20,12,70,passing,GRE,DF,27,1996,19.0,0,24,2,8.3,1.26,0.11,0.0,0.0,20.8,1,0,0,1.2,1.2,0.05,-1.2,-1.2,shooting,GRE,DF,27,1996,19.0,1241,44,343,523,383,36,1241,32,18,56.3,11,34.4,765,4410,2611,64,37,13,16,10,845,94,possession,GRE,DF,27,1996,19.0,19,10,16,3,0,11,24,45.8,13,18,1,17,13,32,28,0,defense,GRE,DF,27,1996,19.0,3,0,0,15,14,2,84,13,10,0,1,0,71,12,20,37.5,misc
ITA-Serie A,2024,Monza,Giorgos Kyriakopoulos,GRE,DF,29-065,1996,28,27,2327,25.9,2,4,6,2,0,0,5,0,0.8,0.8,2.9,3.7,56,78,114,0.08,0.15,0.23,0.08,0.23,0.03,0.11,0.14,0.03,0.14,standard,GRE,DF,29-065,1996,25.9,858,1167,73.5,14119,5259,424,475,89.3,343,437,78.5,72,188,38.3,4,2.9,2.3,1.1,38,62,21,13,78,passing,GRE,DF,29-065,1996,25.9,2,23,7,30.4,0.89,0.27,0.09,0.29,21.6,4,0,0,0.8,0.8,0.03,1.2,1.2,shooting,GRE,DF,29-065,1996,25.9,1410,73,413,545,466,29,1410,40,16,40.0,14,35.0,693,4154,2175,56,43,10,26,14,763,114,possession,GRE,DF,29-065,1996,25.9,39,25,18,17,4,27,57,47.4,30,25,8,17,19,58,66,0,defense,GRE,DF,29-065,1996,25.9,5,0,0,24,33,5,144,19,25,0,1,1,78,21,27,43.8,misc
ITA-Serie A,2020,Sassuolo,Giorgos Kyriakopoulos,GRE,DF,24,1996,23,16,1456,16.2,1,0,1,1,0,0,3,1,1.6,1.6,0.9,2.5,58,59,116,0.06,0.0,0.06,0.06,0.06,0.1,0.06,0.16,0.1,0.16,standard,GRE,DF,24,1996,16.2,827,1013,81.6,12272,3769,471,517,91.1,298,364,81.9,41,82,50.0,0,0.9,1.0,-0.9,13,46,16,7,59,passing,GRE,DF,24,1996,16.2,1,24,13,54.2,1.48,0.8,0.04,0.08,21.9,1,0,0,1.6,1.6,0.07,-0.6,-0.6,shooting,GRE,DF,24,1996,16.2,1205,57,363,492,363,25,1205,44,28,63.6,16,36.4,682,3908,2179,58,45,8,23,19,822,116,possession,GRE,DF,24,1996,16.2,35,18,17,12,6,8,28,28.6,20,16,5,11,15,50,42,0,defense,GRE,DF,24,1996,16.2,3,1,1,17,7,1,64,15,18,0,0,0,83,17,16,51.5,misc
ITA-Serie A,2021,Sassuolo,Giorgos Kyriakopoulos,GRE,DF,24,1996,23,16,1456,16.2,1,0,1,1,0,0,3,1,1.6,1.6,0.9,2.5,58,59,116,0.06,0.0,0.06,0.06,0.06,0.1,0.06,0.16,0.1,0.16,standard,GRE,DF,24,1996,16.2,827,1013,81.6,12272,3769,471,517,91.1,298,364,81.9,41,82,50.0,0,0.9,1.0,-0.9,13,46,16,7,59,passing,GRE,DF,24,1996,16.2,1,24,13,54.2,1.48,0.8,0.04,0.08,21.9,1,0,0,1.6,1.6,0.07,-0.6,-0.6,shooting,GRE,DF,24,1996,16.2,1205,57,363,492,363,25,1205,44,28,63.6,16,36.4,682,3908,2179,58,45,8,23,19,822,116,possession,GRE,DF,24,1996,16.2,35,18,17,12,6,8,28,28.6,20,16,5,11,15,50,42,0,defense,GRE,DF,24,1996,16.2,3,1,1,17,7,1,64,15,18,0,0,0,83,17,16,51.5,misc
ITA-Serie A,2022,Sassuolo,Giorgos Kyriakopoulos,GRE,"FW,DF",26,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29,standard,GRE,"FW,DF",26,1996,8.5,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,54.3,1,1.4,0.9,-0.4,14,23,14,9,32,passing,GRE,"FW,DF",26,1996,8.5,1,13,4,30.8,1.53,0.47,0.08,0.25,15.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,shooting,GRE,"FW,DF",26,1996,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46,possession,GRE,"FW,DF",26,1996,8.5,21,8,7,9,5,10,14,71.4,4,7,1,6,11,32,12,1,defense,GRE,"FW,DF",26,1996,8.5,3,0,0,9,13,0,39,11,8,1,0,0,37,7,13,35.0,misc
GER-Bundesliga,2024,Bochum,Giorgos Masouras,GRE,"FW,MF",31-100,1994,8,7,608,6.8,2,1,3,2,0,0,0,0,2.9,2.9,0.9,3.7,15,11,44,0.3,0.15,0.44,0.3,0.44,0.42,0.13,0.55,0.42,0.55,standard,GRE,"FW,MF",31-100,1994,6.8,108,155,69.7,1461,349,71,89,79.8,27,40,67.5,6,11,54.5,1,0.9,0.8,0.1,7,6,5,3,11,passing,GRE,"FW,MF",31-100,1994,6.8,2,17,11,64.7,2.52,1.63,0.12,0.18,12.5,0,0,0,2.9,2.9,0.17,-0.9,-0.9,shooting,GRE,"FW,MF",31-100,1994,6.8,233,4,27,91,122,33,233,10,4,40.0,6,60.0,124,546,267,15,3,8,16,5,146,44,possession,GRE,"FW,MF",31-100,1994,6.8,12,7,2,5,5,6,13,46.2,7,8,1,7,3,15,0,0,defense,GRE,"FW,MF",31-100,1994,6.8,0,0,0,7,7,10,13,3,7,0,0,0,27,13,20,39.4,misc
ESP-La Liga,2024,Betis,Giovani Lo Celso,ARG,"MF,FW",29-002,1996,18,12,1113,12.4,7,2,9,5,2,3,4,0,4.1,1.8,3.6,5.4,14,101,48,0.57,0.16,0.73,0.4,0.57,0.33,0.29,0.63,0.14,0.44,standard,ARG,"MF,FW",29-002,1996,12.4,548,710,77.2,9214,3311,261,305,85.6,201,245,82.0,60,107,56.1,2,3.6,3.8,-1.6,28,69,27,1,101,passing,ARG,"MF,FW",29-002,1996,12.4,7,24,11,45.8,1.94,0.89,0.21,0.45,22.6,3,2,3,4.1,1.8,0.07,2.9,3.2,shooting,ARG,"MF,FW",29-002,1996,12.4,875,6,87,426,371,38,872,41,14,34.1,21,51.2,500,2294,994,14,22,5,33,25,605,48,possession,ARG,"MF,FW",29-002,1996,12.4,30,19,6,15,9,16,23,69.6,7,12,1,11,5,35,3,1,defense,ARG,"MF,FW",29-002,1996,12.4,4,0,0,13,50,0,79,5,19,0,0,0,58,4,9,30.8,misc
ESP-La Liga,2022,Villarreal,Giovani Lo Celso,ARG,"MF,FW",26,1996,22,14,1126,12.5,2,3,5,2,0,0,3,0,2.4,2.4,3.3,5.6,35,97,70,0.16,0.24,0.4,0.16,0.4,0.19,0.26,0.45,0.19,0.45,standard,ARG,"MF,FW",26,1996,12.5,578,694,83.3,9815,2691,294,331,88.8,191,225,84.9,72,92,78.3,3,3.3,3.1,-0.3,31,51,29,1,97,passing,ARG,"MF,FW",26,1996,12.5,2,30,7,23.3,2.4,0.56,0.07,0.29,19.8,3,0,0,2.4,2.4,0.08,-0.4,-0.4,shooting,ARG,"MF,FW",26,1996,12.5,854,10,113,367,388,42,854,47,22,46.8,15,31.9,555,3286,1600,35,28,10,31,23,651,70,possession,ARG,"MF,FW",26,1996,12.5,32,28,7,15,10,12,21,57.1,9,14,2,12,6,38,5,0,defense,ARG,"MF,FW",26,1996,12.5,3,0,0,15,31,4,31,6,28,0,0,0,61,2,5,28.6,misc
ITA-Serie A,2023,Atalanta,Giovanni Bonfanti,ITA,DF,20,2003,2,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard,ITA,DF,20,2003,1.0,46,57,80.7,797,245,17,19,89.5,25,28,89.3,3,6,50.0,0,0.0,0.0,0.0,0,1,1,1,1,passing,ITA,DF,20,2003,1.0,0,1,0,0.0,1.01,0.0,0.0,,5.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,shooting,ITA,DF,20,2003,1.0,67,4,27,34,6,1,67,1,1,100.0,0,0.0,28,112,60,0,0,0,1,0,43,2,possession,ITA,DF,20,2003,1.0,4,2,2,2,0,2,3,66.7,1,1,1,0,1,5,1,0,defense,ITA,DF,20,2003,1.0,0,0,0,2,1,0,2,1,2,0,0,0,7,1,2,33.3,misc
ITA-Serie A,2020,Crotone,Giovanni Crociata,ITA,DF,22,1997,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,standard,ITA,DF,22,1997,0.3,11,15,73.3,163,62,7,8,87.5,4,7,57.1,0,0,,0,0.1,0.0,-0.1,1,2,1,0,4,passing,ITA,DF,22,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,22,1997,0.3,21,1,3,8,11,1,21,2,2,100.0,0,0.0,12,133,51,3,1,0,3,1,15,2,possession,ITA,DF,22,1997,0.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,defense,ITA,DF,22,1997,0.3,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2021,Crotone,Giovanni Crociata,ITA,DF,22,1997,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,standard,ITA,DF,22,1997,0.3,11,15,73.3,163,62,7,8,87.5,4,7,57.1,0,0,,0,0.1,0.0,-0.1,1,2,1,0,4,passing,ITA,DF,22,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,22,1997,0.3,21,1,3,8,11,1,21,2,2,100.0,0,0.0,12,133,51,3,1,0,3,1,15,2,possession,ITA,DF,22,1997,0.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,defense,ITA,DF,22,1997,0.3,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,,misc
